"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M06","Norway","Total","Total","Less than 14 years","Asylum applicant","Person","130"
"2015M06","Norway","Total","Total","Less than 14 years","First time applicant","Person","125"
"2015M06","Norway","Total","Total","From 14 to 17 years","Asylum applicant","Person","315"
"2015M06","Norway","Total","Total","From 14 to 17 years","First time applicant","Person","310"
"2015M06","Norway","Total","Total","From 18 to 34 years","Asylum applicant","Person","525"
"2015M06","Norway","Total","Total","From 18 to 34 years","First time applicant","Person","485"
"2015M06","Norway","Total","Total","From 35 to 64 years","Asylum applicant","Person","165"
"2015M06","Norway","Total","Total","From 35 to 64 years","First time applicant","Person","145"
"2015M06","Norway","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M06","Norway","Total","Total","65 years or over","First time applicant","Person","5"
"2015M06","Switzerland","Total","Total","Less than 14 years","Asylum applicant","Person","445"
"2015M06","Switzerland","Total","Total","Less than 14 years","First time applicant","Person","420"
"2015M06","Switzerland","Total","Total","From 14 to 17 years","Asylum applicant","Person","400"
"2015M06","Switzerland","Total","Total","From 14 to 17 years","First time applicant","Person","390"
"2015M06","Switzerland","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 535"
"2015M06","Switzerland","Total","Total","From 18 to 34 years","First time applicant","Person","2 465"
"2015M06","Switzerland","Total","Total","From 35 to 64 years","Asylum applicant","Person","425"
"2015M06","Switzerland","Total","Total","From 35 to 64 years","First time applicant","Person","390"
"2015M06","Switzerland","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M06","Switzerland","Total","Total","65 years or over","First time applicant","Person","5"
"2015M07","European Union (28 countries)","Total","Total","Less than 14 years","Asylum applicant","Person","21 345"
"2015M07","European Union (28 countries)","Total","Total","Less than 14 years","First time applicant","Person","19 945"
"2015M07","European Union (28 countries)","Total","Total","From 14 to 17 years","Asylum applicant","Person","11 700"
"2015M07","European Union (28 countries)","Total","Total","From 14 to 17 years","First time applicant","Person","11 340"
"2015M07","European Union (28 countries)","Total","Total","From 18 to 34 years","Asylum applicant","Person","68 145"
"2015M07","European Union (28 countries)","Total","Total","From 18 to 34 years","First time applicant","Person","65 535"
"2015M07","European Union (28 countries)","Total","Total","From 35 to 64 years","Asylum applicant","Person","20 460"
"2015M07","European Union (28 countries)","Total","Total","From 35 to 64 years","First time applicant","Person","18 735"
"2015M07","European Union (28 countries)","Total","Total","65 years or over","Asylum applicant","Person","680"
"2015M07","European Union (28 countries)","Total","Total","65 years or over","First time applicant","Person","610"
"2015M07","Belgium","Total","Total","Less than 14 years","Asylum applicant","Person","610"
"2015M07","Belgium","Total","Total","Less than 14 years","First time applicant","Person","505"
"2015M07","Belgium","Total","Total","From 14 to 17 years","Asylum applicant","Person","380"
"2015M07","Belgium","Total","Total","From 14 to 17 years","First time applicant","Person","360"
"2015M07","Belgium","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 885"
"2015M07","Belgium","Total","Total","From 18 to 34 years","First time applicant","Person","1 675"
"2015M07","Belgium","Total","Total","From 35 to 64 years","Asylum applicant","Person","700"
"2015M07","Belgium","Total","Total","From 35 to 64 years","First time applicant","Person","580"
"2015M07","Belgium","Total","Total","65 years or over","Asylum applicant","Person","25"
"2015M07","Belgium","Total","Total","65 years or over","First time applicant","Person","20"
"2015M07","Bulgaria","Total","Total","Less than 14 years","Asylum applicant","Person","340"
"2015M07","Bulgaria","Total","Total","Less than 14 years","First time applicant","Person","340"
"2015M07","Bulgaria","Total","Total","From 14 to 17 years","Asylum applicant","Person","200"
"2015M07","Bulgaria","Total","Total","From 14 to 17 years","First time applicant","Person","200"
"2015M07","Bulgaria","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 125"
"2015M07","Bulgaria","Total","Total","From 18 to 34 years","First time applicant","Person","1 115"
"2015M07","Bulgaria","Total","Total","From 35 to 64 years","Asylum applicant","Person","195"
"2015M07","Bulgaria","Total","Total","From 35 to 64 years","First time applicant","Person","190"
"2015M07","Bulgaria","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M07","Bulgaria","Total","Total","65 years or over","First time applicant","Person","5"
"2015M07","Czech Republic","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M07","Czech Republic","Total","Total","Less than 14 years","First time applicant","Person","15"
"2015M07","Czech Republic","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Czech Republic","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Czech Republic","Total","Total","From 18 to 34 years","Asylum applicant","Person","40"
"2015M07","Czech Republic","Total","Total","From 18 to 34 years","First time applicant","Person","30"
"2015M07","Czech Republic","Total","Total","From 35 to 64 years","Asylum applicant","Person","45"
"2015M07","Czech Republic","Total","Total","From 35 to 64 years","First time applicant","Person","30"
"2015M07","Czech Republic","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Czech Republic","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Denmark","Total","Total","Less than 14 years","Asylum applicant","Person","125"
"2015M07","Denmark","Total","Total","Less than 14 years","First time applicant","Person","125"
"2015M07","Denmark","Total","Total","From 14 to 17 years","Asylum applicant","Person","115"
"2015M07","Denmark","Total","Total","From 14 to 17 years","First time applicant","Person","115"
"2015M07","Denmark","Total","Total","From 18 to 34 years","Asylum applicant","Person","610"
"2015M07","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","605"
"2015M07","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","185"
"2015M07","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","185"
"2015M07","Denmark","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M07","Denmark","Total","Total","65 years or over","First time applicant","Person","5"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","9 475"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","8 510"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","3 220"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","3 010"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","19 385"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","18 205"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","7 545"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","6 610"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","205"
"2015M07","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","170"
"2015M07","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M07","Estonia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M07","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M07","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","10"
"2015M07","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M07","Estonia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Estonia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M07","Ireland","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M07","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M07","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person","215"
"2015M07","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person","215"
"2015M07","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person","50"
"2015M07","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person","50"
"2015M07","Ireland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Ireland","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Greece","Total","Total","Less than 14 years","Asylum applicant","Person","190"
"2015M07","Greece","Total","Total","Less than 14 years","First time applicant","Person","185"
"2015M07","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person","60"
"2015M07","Greece","Total","Total","From 14 to 17 years","First time applicant","Person","60"
"2015M07","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person","690"
"2015M07","Greece","Total","Total","From 18 to 34 years","First time applicant","Person","580"
"2015M07","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person","280"
"2015M07","Greece","Total","Total","From 35 to 64 years","First time applicant","Person","230"
"2015M07","Greece","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M07","Greece","Total","Total","65 years or over","First time applicant","Person","15"
"2015M07","Spain","Total","Total","Less than 14 years","Asylum applicant","Person","230"
"2015M07","Spain","Total","Total","Less than 14 years","First time applicant","Person","230"
"2015M07","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person","45"
"2015M07","Spain","Total","Total","From 14 to 17 years","First time applicant","Person","45"
"2015M07","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person","600"
"2015M07","Spain","Total","Total","From 18 to 34 years","First time applicant","Person","585"
"2015M07","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person","285"
"2015M07","Spain","Total","Total","From 35 to 64 years","First time applicant","Person","275"
"2015M07","Spain","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M07","Spain","Total","Total","65 years or over","First time applicant","Person","15"
"2015M07","France","Total","Total","Less than 14 years","Asylum applicant","Person","920"
"2015M07","France","Total","Total","Less than 14 years","First time applicant","Person","915"
"2015M07","France","Total","Total","From 14 to 17 years","Asylum applicant","Person","160"
"2015M07","France","Total","Total","From 14 to 17 years","First time applicant","Person","160"
"2015M07","France","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 045"
"2015M07","France","Total","Total","From 18 to 34 years","First time applicant","Person","2 810"
"2015M07","France","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 520"
"2015M07","France","Total","Total","From 35 to 64 years","First time applicant","Person","1 355"
"2015M07","France","Total","Total","65 years or over","Asylum applicant","Person","95"
"2015M07","France","Total","Total","65 years or over","First time applicant","Person","90"
"2015M07","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M07","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M07","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M07","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M07","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M07","Croatia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Croatia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Italy","Total","Total","Less than 14 years","Asylum applicant","Person","275"
"2015M07","Italy","Total","Total","Less than 14 years","First time applicant","Person","260"
"2015M07","Italy","Total","Total","From 14 to 17 years","Asylum applicant","Person","335"
"2015M07","Italy","Total","Total","From 14 to 17 years","First time applicant","Person","335"
"2015M07","Italy","Total","Total","From 18 to 34 years","Asylum applicant","Person","7 230"
"2015M07","Italy","Total","Total","From 18 to 34 years","First time applicant","Person","7 165"
"2015M07","Italy","Total","Total","From 35 to 64 years","Asylum applicant","Person","755"
"2015M07","Italy","Total","Total","From 35 to 64 years","First time applicant","Person","735"
"2015M07","Italy","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M07","Italy","Total","Total","65 years or over","First time applicant","Person","10"
"2015M07","Cyprus","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M07","Cyprus","Total","Total","Less than 14 years","First time applicant","Person","15"
"2015M07","Cyprus","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M07","Cyprus","Total","Total","From 14 to 17 years","First time applicant","Person","10"
"2015M07","Cyprus","Total","Total","From 18 to 34 years","Asylum applicant","Person","95"
"2015M07","Cyprus","Total","Total","From 18 to 34 years","First time applicant","Person","90"
"2015M07","Cyprus","Total","Total","From 35 to 64 years","Asylum applicant","Person","40"
"2015M07","Cyprus","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M07","Cyprus","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Cyprus","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Latvia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M07","Latvia","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M07","Latvia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Latvia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Latvia","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M07","Latvia","Total","Total","From 18 to 34 years","First time applicant","Person","15"
"2015M07","Latvia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Latvia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M07","Latvia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Latvia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Lithuania","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M07","Lithuania","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M07","Lithuania","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Lithuania","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Lithuania","Total","Total","From 18 to 34 years","Asylum applicant","Person","20"
"2015M07","Lithuania","Total","Total","From 18 to 34 years","First time applicant","Person","15"
"2015M07","Lithuania","Total","Total","From 35 to 64 years","Asylum applicant","Person","15"
"2015M07","Lithuania","Total","Total","From 35 to 64 years","First time applicant","Person","10"
"2015M07","Lithuania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Lithuania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Luxembourg","Total","Total","Less than 14 years","Asylum applicant","Person","25"
"2015M07","Luxembourg","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M07","Luxembourg","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Luxembourg","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M07","Luxembourg","Total","Total","From 18 to 34 years","Asylum applicant","Person","55"
"2015M07","Luxembourg","Total","Total","From 18 to 34 years","First time applicant","Person","50"
"2015M07","Luxembourg","Total","Total","From 35 to 64 years","Asylum applicant","Person","25"
"2015M07","Luxembourg","Total","Total","From 35 to 64 years","First time applicant","Person","20"
"2015M07","Luxembourg","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Luxembourg","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Hungary","Total","Total","Less than 14 years","Asylum applicant","Person","4 745"
"2015M07","Hungary","Total","Total","Less than 14 years","First time applicant","Person","4 650"
"2015M07","Hungary","Total","Total","From 14 to 17 years","Asylum applicant","Person","2 935"
"2015M07","Hungary","Total","Total","From 14 to 17 years","First time applicant","Person","2 890"
"2015M07","Hungary","Total","Total","From 18 to 34 years","Asylum applicant","Person","19 265"
"2015M07","Hungary","Total","Total","From 18 to 34 years","First time applicant","Person","19 060"
"2015M07","Hungary","Total","Total","From 35 to 64 years","Asylum applicant","Person","4 260"
"2015M07","Hungary","Total","Total","From 35 to 64 years","First time applicant","Person","4 190"
"2015M07","Hungary","Total","Total","65 years or over","Asylum applicant","Person","85"
"2015M07","Hungary","Total","Total","65 years or over","First time applicant","Person","80"
"2015M07","Malta","Total","Total","Less than 14 years","Asylum applicant","Person","30"
"2015M07","Malta","Total","Total","Less than 14 years","First time applicant","Person","30"
"2015M07","Malta","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Malta","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M07","Malta","Total","Total","From 18 to 34 years","Asylum applicant","Person","90"
"2015M07","Malta","Total","Total","From 18 to 34 years","First time applicant","Person","85"
"2015M07","Malta","Total","Total","From 35 to 64 years","Asylum applicant","Person","20"
"2015M07","Malta","Total","Total","From 35 to 64 years","First time applicant","Person","20"
"2015M07","Malta","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Malta","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Netherlands","Total","Total","Less than 14 years","Asylum applicant","Person","295"
"2015M07","Netherlands","Total","Total","Less than 14 years","First time applicant","Person","275"
"2015M07","Netherlands","Total","Total","From 14 to 17 years","Asylum applicant","Person","405"
"2015M07","Netherlands","Total","Total","From 14 to 17 years","First time applicant","Person","400"
"2015M07","Netherlands","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 775"
"2015M07","Netherlands","Total","Total","From 18 to 34 years","First time applicant","Person","1 695"
"2015M07","Netherlands","Total","Total","From 35 to 64 years","Asylum applicant","Person","640"
"2015M07","Netherlands","Total","Total","From 35 to 64 years","First time applicant","Person","590"
"2015M07","Netherlands","Total","Total","65 years or over","Asylum applicant","Person","25"
"2015M07","Netherlands","Total","Total","65 years or over","First time applicant","Person","20"
"2015M07","Austria","Total","Total","Less than 14 years","Asylum applicant","Person","1 565"
"2015M07","Austria","Total","Total","Less than 14 years","First time applicant","Person","1 530"
"2015M07","Austria","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 490"
"2015M07","Austria","Total","Total","From 14 to 17 years","First time applicant","Person","1 455"
"2015M07","Austria","Total","Total","From 18 to 34 years","Asylum applicant","Person","4 440"
"2015M07","Austria","Total","Total","From 18 to 34 years","First time applicant","Person","4 320"
"2015M07","Austria","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 265"
"2015M07","Austria","Total","Total","From 35 to 64 years","First time applicant","Person","1 220"
"2015M07","Austria","Total","Total","65 years or over","Asylum applicant","Person","30"
"2015M07","Austria","Total","Total","65 years or over","First time applicant","Person","25"
"2015M07","Poland","Total","Total","Less than 14 years","Asylum applicant","Person","435"
"2015M07","Poland","Total","Total","Less than 14 years","First time applicant","Person","385"
"2015M07","Poland","Total","Total","From 14 to 17 years","Asylum applicant","Person","65"
"2015M07","Poland","Total","Total","From 14 to 17 years","First time applicant","Person","60"
"2015M07","Poland","Total","Total","From 18 to 34 years","Asylum applicant","Person","375"
"2015M07","Poland","Total","Total","From 18 to 34 years","First time applicant","Person","320"
"2015M07","Poland","Total","Total","From 35 to 64 years","Asylum applicant","Person","255"
"2015M07","Poland","Total","Total","From 35 to 64 years","First time applicant","Person","205"
"2015M07","Poland","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M07","Poland","Total","Total","65 years or over","First time applicant","Person","10"
"2015M07","Portugal","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M07","Portugal","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M07","Portugal","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Portugal","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Portugal","Total","Total","From 18 to 34 years","Asylum applicant","Person","40"
"2015M07","Portugal","Total","Total","From 18 to 34 years","First time applicant","Person","40"
"2015M07","Portugal","Total","Total","From 35 to 64 years","Asylum applicant","Person","25"
"2015M07","Portugal","Total","Total","From 35 to 64 years","First time applicant","Person","25"
"2015M07","Portugal","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Portugal","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Romania","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M07","Romania","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M07","Romania","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Romania","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M07","Romania","Total","Total","From 18 to 34 years","Asylum applicant","Person","45"
"2015M07","Romania","Total","Total","From 18 to 34 years","First time applicant","Person","40"
"2015M07","Romania","Total","Total","From 35 to 64 years","Asylum applicant","Person","20"
"2015M07","Romania","Total","Total","From 35 to 64 years","First time applicant","Person","20"
"2015M07","Romania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Romania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Slovenia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M07","Slovenia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M07","Slovenia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Slovenia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Slovenia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M07","Slovenia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M07","Slovenia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Slovenia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M07","Slovenia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Slovenia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Slovakia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M07","Slovakia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M07","Slovakia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Slovakia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M07","Slovakia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M07","Slovakia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M07","Slovakia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Slovakia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M07","Slovakia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Slovakia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M07","Finland","Total","Total","Less than 14 years","Asylum applicant","Person","155"
"2015M07","Finland","Total","Total","Less than 14 years","First time applicant","Person","150"
"2015M07","Finland","Total","Total","From 14 to 17 years","Asylum applicant","Person","130"
"2015M07","Finland","Total","Total","From 14 to 17 years","First time applicant","Person","130"
"2015M07","Finland","Total","Total","From 18 to 34 years","Asylum applicant","Person","955"
"2015M07","Finland","Total","Total","From 18 to 34 years","First time applicant","Person","945"
"2015M07","Finland","Total","Total","From 35 to 64 years","Asylum applicant","Person","225"
"2015M07","Finland","Total","Total","From 35 to 64 years","First time applicant","Person","225"
"2015M07","Finland","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M07","Finland","Total","Total","65 years or over","First time applicant","Person","5"
"2015M07","Sweden","Total","Total","Less than 14 years","Asylum applicant","Person","1 435"
"2015M07","Sweden","Total","Total","Less than 14 years","First time applicant","Person","1 350"
"2015M07","Sweden","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 785"
"2015M07","Sweden","Total","Total","From 14 to 17 years","First time applicant","Person","1 755"
"2015M07","Sweden","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 295"
"2015M07","Sweden","Total","Total","From 18 to 34 years","First time applicant","Person","3 040"
"2015M07","Sweden","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 440"
"2015M07","Sweden","Total","Total","From 35 to 64 years","First time applicant","Person","1 280"
"2015M07","Sweden","Total","Total","65 years or over","Asylum applicant","Person","110"
"2015M07","Sweden","Total","Total","65 years or over","First time applicant","Person","95"
"2015M07","United Kingdom","Total","Total","Less than 14 years","Asylum applicant","Person","405"
"2015M07","United Kingdom","Total","Total","Less than 14 years","First time applicant","Person","395"
"2015M07","United Kingdom","Total","Total","From 14 to 17 years","Asylum applicant","Person","325"
"2015M07","United Kingdom","Total","Total","From 14 to 17 years","First time applicant","Person","325"
"2015M07","United Kingdom","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 840"
"2015M07","United Kingdom","Total","Total","From 18 to 34 years","First time applicant","Person","2 820"
"2015M07","United Kingdom","Total","Total","From 35 to 64 years","Asylum applicant","Person","640"
"2015M07","United Kingdom","Total","Total","From 35 to 64 years","First time applicant","Person","635"
"2015M07","United Kingdom","Total","Total","65 years or over","Asylum applicant","Person","35"
"2015M07","United Kingdom","Total","Total","65 years or over","First time applicant","Person","35"
"2015M07","Iceland","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M07","Iceland","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M07","Iceland","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M07","Iceland","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M07","Iceland","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M07","Iceland","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M07","Iceland","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Iceland","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M07","Iceland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Iceland","Total","Total","65 years or over","First time applicant","Person",":"
"2015M07","Liechtenstein","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M07","Liechtenstein","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M07","Liechtenstein","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M07","Liechtenstein","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M07","Liechtenstein","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M07","Liechtenstein","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M07","Liechtenstein","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M07","Liechtenstein","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M07","Liechtenstein","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M07","Liechtenstein","Total","Total","65 years or over","First time applicant","Person",":"
"2015M07","Norway","Total","Total","Less than 14 years","Asylum applicant","Person","145"
"2015M07","Norway","Total","Total","Less than 14 years","First time applicant","Person","135"
"2015M07","Norway","Total","Total","From 14 to 17 years","Asylum applicant","Person","400"
"2015M07","Norway","Total","Total","From 14 to 17 years","First time applicant","Person","400"
"2015M07","Norway","Total","Total","From 18 to 34 years","Asylum applicant","Person","690"
"2015M07","Norway","Total","Total","From 18 to 34 years","First time applicant","Person","655"
"2015M07","Norway","Total","Total","From 35 to 64 years","Asylum applicant","Person","155"
"2015M07","Norway","Total","Total","From 35 to 64 years","First time applicant","Person","145"
"2015M07","Norway","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M07","Norway","Total","Total","65 years or over","First time applicant","Person","5"
"2015M07","Switzerland","Total","Total","Less than 14 years","Asylum applicant","Person","535"
"2015M07","Switzerland","Total","Total","Less than 14 years","First time applicant","Person","525"
"2015M07","Switzerland","Total","Total","From 14 to 17 years","Asylum applicant","Person","480"
"2015M07","Switzerland","Total","Total","From 14 to 17 years","First time applicant","Person","475"
"2015M07","Switzerland","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 470"
"2015M07","Switzerland","Total","Total","From 18 to 34 years","First time applicant","Person","2 405"
"2015M07","Switzerland","Total","Total","From 35 to 64 years","Asylum applicant","Person","395"
"2015M07","Switzerland","Total","Total","From 35 to 64 years","First time applicant","Person","365"
"2015M07","Switzerland","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M07","Switzerland","Total","Total","65 years or over","First time applicant","Person","15"
